 'ARCHIPEL EDITION COMMUNICATION'
 'SI EXPLOITATION INFOR PAYS THIERNOIS'
 'SYND MIXTE SARTHE NUMERIQUE'
 'AGCE DEP NUMERIQUE PYRENEES ATLANTIQUE'
 'AGCE DEP NUMERIQUE PYRENEES ATLANTIQUE'
 'MONSIEUR MICHEL GAULTIER'
 'MONSIEUR JEAN MOREAU'
 'MONSIEUR CLAUDE FERRAN'
 'GIE DES COMMERCANTS DU MONT GAILLARD'
 'MADAME MARIE VANDEPUTT'
 'MONSIEUR CLAUDE ACHARD'
 'TESSI MD'
 'TESSI MD'
 'IF PUBLICITE ET COMMUNICATION'
 'IF PUBLICITE ET COMMUNICATION'
 'NEWTON'
 'MONSIEUR JEAN CAILLON'
 'MONSIEUR GERARD CECCALDI'
 'GIE DU CENTRE COMMERCIAL DU MERIDIEN'
 'DM INDUSTRIE'
 'MONSIEUR DESIRE GOUY'
 'CTRE STATISTIQ INFORMAT APPLIQUEES'
 'REGIEX PUBLICITE'
 'REGIEX PUBLICITE'
 'REGIEX PUBLICITE'
 'REGIEX PUBLICITE'
 'REGIEX PUBLICITE'
 'REGIEX PUBLICITE'
 'REGIEX PUBLICITE'
 'REGIEX PUBLICITE'
 'REGIEX PUBLICITE'
 'REGIEX PUBLICITE'
 'REGIEX PUBLICITE'
 'REGIEX PUBLICITE'
 'REGIEX PUBLICITE'
 'JAMET SAS'
 'JAMET SAS'
 'L B P'
 'MONSIEUR JEAN BLANC'
 'TELEPERFORMANCE SE'
 'SOCIETE MBQ'
 'MONSIEUR JEAN SEMERIA'
 'MONSIEUR JEAN BRETON'
 'SODEREP ECANS HOLDING'
 'SODEREP ECANS HOLDING'
 'SODEREP ECANS HOLDING'
 'HM EDITIONS'
 'INSTITUT TECH FEDERATION FRANC BATIMEN'
 'DLW ET ASSOCIES'
 'DLW ET ASSOCIES'
 'MONSIEUR PHILIPPE HARDY'
 'PHILIPPE SEVIN CONSEIL'
 'PHILIPPE SEVIN CONSEIL'
 'INSTITUT RECHERCHE L ENSAD'
 'MONSIEUR HUGUES CHEMIN'
 'ESSOP'
 'INFORQUIN'
 'OFFICE FRANCAIS DE RELATIONS EXTERIEUR'
 'OFFICE FRANCAIS DE RELATIONS EXTERIEUR'
 'SOC NOUV TELEPHONIE GEN MODERNE'
 'MADAME MARIE SOIZIC NGUYEN VAN'
 'MONSIEUR JEAN HENEUY'
 'SOC GERANCE EXPL ETAB JAC'
 'AIR GALILEE'
 'ART CONNEXION'
 'MEDIABRANDS'
 'MONSIEUR PATRICK PITCHO'
 'VITAMINE B'
 'STUDIO PAT'
 'SOC ORGANIS NORMAL INDUST SPECTACLE'
 'SOC ORGANIS NORMAL INDUST SPECTACLE'
 'SOC ORGANIS NORMAL INDUST SPECTACLE'
 'DEFI GROUP'
 'MICROLIST'
 'MONSIEUR FLORENT CASASOLA'
 'MONSIEUR PIERRE VAISSIERE'
 'STOGEMA'
 'RECHERCHE CREATION EDITION'
 'RECHERCHE CREATION EDITION'
 'PUBLI LEG'
 'LE POSTIER DU CHER'
 'ASSOCIATION SICOB'
 'ASS DOCUMENTATION SCIENT INDUST COMMER'
 'MONSIEUR CANDIDO CABREJAS'
 'MONSIEUR GERARD FRECHET'
 'MONSIEUR CLAUDE HUYGUES DESPOINTES'
 'MONSIEUR CLAUDE HUYGUES DESPOINTES'
 'SOC IMPORTATION ET VENTE ALIM'
 'SOC PUBLICITE ABIDJANAISE'
 'BANQUE NATIONALE D ALGERIE'
 'BANQUE NATIONALE D ALGERIE'
 'GESTION ET INFORMATIQUE COMMERCIALE'
 'MONSIEUR GERARD DESBORDES'
 'CIP CONGRES'
 'MONSIEUR PHILIPPE GUEUGNON'
 'STATIGEST'
 'VYP AFFICHAGE ET COMMUNICATION'
 'VYP AFFICHAGE ET COMMUNICATION'
 'MONSIEUR GUY MOIGNARD'
 'UNION COMMERCIALE LUZIENNE'
 'MONSIEUR ALEXANDRE LAMONACA'
 'MONSIEUR PATRICE LEBOUCHER'
 'MONSIEUR MICHEL BUJARDET'
 'LES DISTRIBUTEURS ASSOCIES'
 'ASS COMMERC CENTR COMMERC VAL D''YERRES'
 'ASSOC FRANCAISE MICADO'
 'ASSOC FRANCAISE MICADO'
 'MONSIEUR ROLAND MAMOU'
 'STE ASSIST GESTIO TRAITEMENT INFOR'
 'PERFO INFORMATIQUE'
 'PERBANQ'
 'PERBANQ'
 'MONSIEUR MARCEL MAYEUX'
 'MONSIEUR CHRISTIAN GUILLEMIN'
 'MONSIEUR PATRICK RAINERI'
 'MONSIEUR CHRISTIAN VILLEVIEILLE'
 'MONSIEUR CHRISTIAN VILLEVIEILLE'
 'MONSIEUR PHILIPPE COUSTENOBLE'
 'MADAME MICHELE ALBEZARD'
 'I&T AUTOMOTIVE'
 'MONSIEUR BERNARD GIRRE'
 'CINCOM SYSTEMS FRANCE'
 'CINCOM SYSTEMS FRANCE'
 'SOC TOURGUENESS'
 'MONSIEUR MARC RENAUDEL'
 'CHEMDATA SA'
 'CHEMDATA SA'
 'ETUDES ET CREATIONS PIM'
 'INTERCO BUSINESS CONSULTANTS LTD'
 'INTERCO BUSINESS CONSULTANTS LTD'
 'APERIA'
 'PUBLICIS CONSEIL'
 'PUBLICIS CONSEIL'
 'PUBLICIS CONSEIL'
 'PUBLICIS CONSEIL'
 'PUBLICIS CONSEIL'
 'MONSIEUR BAUDOUIN FAUCK'
 'MADAME ANNE CHAMBON'
 'CASSIOPAE REAL ESTATE'
 'MONSIEUR PIERRE ANNEBICQUE'
 'DISTRICOM SALES AND MARKETING'
 'AGENCE REPRESEN PUBLICI PROMOT'
 'AGENCE REPRESEN PUBLICI PROMOT'
 'URGENCE INFORMATIQUE EUROPE'
 'URGENCE INFORMATIQUE EUROPE'
 'INFORMEX'
 'MADAME FABIENNE CLERC'
 'PROMOTION L ET H'
 'MONSIEUR HENRI CHABBERT'
 'SOMEI MED ETU INFORMATIQUE'
 'HVA CONSEIL'
 'SARL VH COM'
 'SARL VH COM'
 'EDITIONS ET PUBLICITES NOTARIALES EDIN'
 'EDITIONS ET PUBLICITES NOTARIALES EDIN'
 'CCB'
 'EGIS INFORMATIQUE'
 'G T SERVICES'
 'G T SERVICES'
 'G T SERVICES'
 'MONSIEUR PATRICK MARCHAND'
 'MONSIEUR GUY DERANGERE'
 'SERIG ETUDES REALIS INFORM GES'
 'MONSIEUR PATRICK POUSSARDIN'
 'ETUDE ET TRAITEMENT DE L INFORMATION'
 'MADAME ANNE ADATTE'
 'ASSOCIATION COMMERCANT EVRY II'
 'SYMPHONYEYC FRANCE'
 'SYMPHONYEYC FRANCE'
 'SOC DATAPHARM'
 'A'
 'MONSIEUR JEAN SITBON'
 'MONSIEUR JEAN GUIDO'
 'METHODE COMMUNIC PUBLICITE'
 'SOGEM INTERNATIONAL'
 'MONSIEUR ROBERT SERINA'
 'MADAME MARTINE MARIN'
 'PROCAM'
 'PROCAM'
 'MONSIEUR MICHEL CHAMFRAULT'
 'MADAME CLAUDINE LUCZAK'
 'GPT COMMERCANTS CTRE COMME REG POLYGON'
 'MEDIA TOP SARL'
 'MEDIA TOP SARL'
 'GIE CHANTEREIGNE'
 'MONSIEUR MICHEL LARONDE'
 'GROUPE MJA'
 'GROUPE MJA'
 'T L RESTAURATION'
 'CTRE FRANC PROMOTION INFORMATION'
 'CTRE FRANC PROMOTION INFORMATION'
 'MONSIEUR PATRICK TALLET'
 'CENTRE CULTUREL LUTHERIEN DE PARIS'
 'MONSIEUR GILLES LAVERGNE'
 'GPT TECHNICIENS IMAGE SON'
 'GPT TECHNICIENS IMAGE SON'
 'MONSIEUR ALAIN MILCENDEAU'
 'MONSIEUR ALAIN MILCENDEAU'
 'MONSIEUR ALAIN MILCENDEAU'
 'ASS CARREFOUR DU MONDE RURAL'
 'CHAR FRANCE'
 'MONSIEUR ALAIN MARTIGNON'
 'FEDERATION ASSOCI REGIO PENELO'
 'MONSIEUR GUY ROESING'
 'TRAIT D''UNION'
 'TRAIT D UNION'
 'TRAIT D UNION'
 'SOC PHOTOGRAPHIQUE ET CINEMATO PICARDI'
 'GIE DU CENTRE COMMERCIAL DU BOIS CANY'
 'MONSIEUR ALFRED ARESTE'
 'MADAME LOUISE BROSSIER'
 'PANNEAUX PUBLICITAIRES GEORGES'
 'MONSIEUR MANSOUR KARAM'
 'MONSIEUR GERARD DUMAS'
 'MONSIEUR ALAIN DUTHILLEUL'
 'NORD ASSISTANCE INFORMATIQUE'
 'CORNOUAILLE INFORMATIQUE'
 'WUNDERMAN'
 'CIE ORGANISATION GESTION INFOR'
 'MONSIEUR JEAN MAMIN'
 'SOCIETE FRANCAISE D EDITIONS MUNICIPAL'
 'SOC ETUDE SYSTEMES INFORMATIONS'
 'SOC ETUDE SYSTEMES INFORMATIONS'
 'SOC ETUDE SYSTEMES INFORMATIONS'
 'SOC ETUDE SYSTEMES INFORMATIONS'
 'MONSIEUR CHAOUL MIMOUN'
 'MRG PROMOTION'
 'ADG CONSEILS'
 'MIDEL'
 'CELLULE ECONOM REGION AUVERGNE'
 'MONSIEUR ALBERT JUDET DE LA COMBE'
 'MADAME CLAUDE VINCENT'
 'L AS DECORS'
 'L AS DECORS'
 'MONSIEUR REGIS MARCON'
 'MADAME MARYSE LEITZELMAN'
 'INFOALPHA CONSEIL'
 'ASS VAL D OR ECHO BELLEVUE'
 'MADAME THEREZE BERGE'
 'MONSIEUR GERALD FIORE'
 'WOOD GUNDY LIMIDED'
 'SOC PUBLICITE ANDRE BAHRY'
 'MONSIEUR GERARD ATLAN'
 'MONSIEUR BERNARD CORRAINI'
 'MONSIEUR BERNARD CORRAINI'
 'MONSIEUR GERARD RAGUENEAU'
 'MADAME DOMINIQUE MONCIARDINI'
 'MADAME NADINE ADAMOWICZ'
 'MONSIEUR ALAIN AOUAT'
 'MONSIEUR ANDRE RAYROLLES'
 'MONSIEUR GEORGES ALIMI'
 'INCOTEL SAS'
 'GIE ANIMATION ST SEBASTIEN'
 'CTRE ETUDE CONSEIL INFORMAT MANAGEMENT'
 'GROUPE APPLI MECANO COTES D ARMOR'
 'JT INTERNATIONAL FRANCE'
 'JT INTERNATIONAL FRANCE'
 'MONSIEUR MARCEL CERF'
 'MONSIEUR MARCEL CERF'
 'MONSIEUR CLAUDE DELPOSEN'
 'MONSIEUR JEAN JARI'
 'ARSOE NORD EST'
 'GROUPEMENT COMMERCANTS'
 'CENTRE LATINO AMERICAIN'
 'EDITION GEOGRAPHIQUE PROFES PUBLICITE'
 'LA NOUVELLE AGENCE'
 'MONSIEUR GERARD JANIN'
 'SOCIETE ESPACE 72'
 'SOCIETE ESPACE 72'
 'STUDIO BOSS'
 'GPT ELABORATION REALISATION STATISTIQU'
 'CTRE CIAL BEAU SEVRAN'
 'ASS SECR OBJE CONSCIENCE'
 'DELPHIS'
 'LE CHAUFFEUR D AUTO'
 'MADAME FRANCOISE AURY'
 'MONSIEUR CLEMENT MAHE'
 'MONSIEUR NORBERT ATLAN'
 'INFORMATION PROMOTION SERVICE PUBLICIT'
 'PROMOSTIM'
 'G 10 INFORMATIQUE'
 'MONSIEUR JEAN MANBRUN'
 'SOC MOBI URBAINS PUB INFORMAT SOMUPI'
 'PUBLIREGIE'
 'UNION COMMERCIALE SOUTERRAINE'
 'PUBLICITE TECHNIQUE CONSEILS ANNONCE'
 'OFFICE GENERALE PUBLICATION'
 'INTERACT'
 'TERRAIN SERVICE PROMOTION'
 'AZ COMMUNICATIONS'
 'SOFT OUEST'
 'PM INFORMATIQUE SARL'
 'MONSIEUR PIERRE REDOUTEY'
 'MONSIEUR BERNARD BLIECK'
 'MONSIEUR SERGE CURDY'
 'SOCIETE MERIDIONALE TRAITEMENT ECRITUR'
 'MONSIEUR GUY BARRABE'
 'MONSIEUR JOEL LE SOUCHU'
 'DEAN WITTER REYNOLDS INC'
 'MADAME ANDREE DESILES'
 'CTRE INTERDEP TRAIT INFORM MUTUEL AGRI'
 'BURO SERVICE 2000'
 'MONSIEUR LOIC MARTIN'
 'BUREAU INTERNATIONAL DE PROMOTION'
 'MONSIEUR JEAN BOUGES'
 'MONSIEUR ALAIN DODU'
 'APAP'
 'AXIAL PUBLICITE'
 'PROFIL 18 30'
 'PROMOTION JOAILLERIE DE PARIS'
 'MADAME DOMINIQUE SAUVAGE'
 'MADAME DOMINIQUE SAUVAGE'
 'INFORMATIQUE SERVICES ET MATERIELS'
 'MADAME ANNY WEHRLEN'
 'COMPTINFOR'
 'MADAME EVELYNE DEGUINES'
 'IPTOR SUPPLY CHAIN SYSTEMS FRANCE'
 'GROUPE ETUDE RECHERCHE INFORMAT APPLIQ'
 'GROUPE ETUDE RECHERCHE INFORMAT APPLIQ'
 'MONSIEUR PHILIPPE BERNARD'
 'MONSIEUR YVON TEFFO'
 'STOCOMEST'
 'HEXAGONE PAIE'
 'MONSIEUR GEORGES MILLET'
 'SAPAIG'
 'P BORDAS'
 'P BORDAS'
 'MONSIEUR GILLES CANNAUD'
 'SOMATREX'
 'SOMATREX'
 'MONSIEUR ROGER JARDIN'
 'CORAI'
 'MONSIEUR JEAN BOUCAUD'
 'TRABECO'
 'MONSIEUR MARC COUTAT'
 'MONSIEUR MARC COUTAT'
 'ED EDITIONS'
 'MAGIC CIRCUS'
 'MONSIEUR GILLES SIRE'
 'CS INFORMATIQUE'
 'TELECOMMUNICATION ELECTRONIQUE'
 'PRINTAGRI'
 'MONSIEUR JACQUES RAYMOND'
 'MONSIEUR MICHAIL GENKOV'
 'MONSIEUR MICHAIL GENKOV'
 'MONSIEUR MICHAIL GENKOV'
 'COFISOFT'
 'COFISOFT'
 'MONSIEUR PASCAL MARKOWSKY'
 'MONSIEUR PATRICK MATHURIN'
 'SORGO SOC ORGANISAT GESTION ORDINATEUR'
 'SORGO SOC ORGANISAT GESTION ORDINATEUR'
 'MONSIEUR SERGE BIDAMANT'
 'MONSIEUR BRUNO BARBIER'
 'MONSIEUR DANIEL THIBAU'
 'MONSIEUR GERARD MONDIN'
 'PLESS'
 'MONSIEUR GUY DESCHAMPS'
 'MONSIEUR DANIEL JACKY'
 'MADAME ANNICK NADIRAS'
 'MADAME ANNICK NADIRAS'
 'MADAME MICHELE DELHORBE'
 'MADAME MICHELE DELHORBE'
 'SORDIAP'
 'SORDIAP'
 'SORDIAP'
 'SORDIAP'
 'MADAME ANNICK MARTIN'
 'PSB ET ASSOCIES'
 'MONSIEUR PHILIPPE VERNEAU'
 'SOCIETE MODERNE DE GRAVURE'
 'AGENCE MICHEL BLANC'
 'TELE TRAITEMENT INFORMATIQUE'
 'SERVICE TRAITEMENT ORDINATEUR REUNION'
 'SERVICE TRAITEMENT ORDINATEUR REUNION'
 'SAPHIR'
 'SAPHIR'
 'MONSIEUR JEAN DARMON'
 'EDITOR FRANCE'
 'MONSIEUR ANDRE VANEL'
 'MONSIEUR PHILIPPE LAINE'
 'ETUDES ET INFORMATIQUE POUR LE BATIMEN'
 'MONSIEUR JACQUES BERGER'
 'CAICL INFORM CONSTR DE LORRAIN'
 'BDA BERNADETTE DEPRET ASSOCIES'
 'BLP CONSEIL'
 'LM WORK AND ROLL'
 'MB DEVELOPPEMENT'
 'NEXTINTERACTIVE'
 'MONSIEUR ANDRE COLLIN'
 'MONSIEUR PATRICK BENISTI'
 'SOCIETE DES PHARMACIENS DU CENTRE'
 'EVERTEAM GLOBAL SERVICES FRANCE'
 'EVERTEAM GLOBAL SERVICES FRANCE'
 'MONSIEUR OLIVIER THIERRY'
 'MONSIEUR OLIVIER THIERRY'
 'MONSIEUR PHILIPPE LECOQ'
 'APPLICATIONS BANCAIRES INFORMATIQUES'
 'APPLICATIONS BANCAIRES INFORMATIQUES'
 'APPLICATIONS BANCAIRES INFORMATIQUES'
 'AGENCE VU'
 'AGENCE VU'
 'OLIVIER PIXEL'
 'TF1 PUBLICITE'
 'TF1 PUBLICITE'
 'MONSIEUR FREDERIC DURAND'
 'MONSIEUR ALAIN FABRE'
 'ASSOC INFORMATION DOMMARTIN'
 'PRESSE PROMOTION'
 'FIDUCIAIRE INFORMATIQUE'
 'FIDUCIAIRE INFORMATIQUE'
 'GIE LE BAOBAB'
 'COSMOS CONSULTANTS'
 'CIMA EST'
 'CEVENNES PUBLICITE'
 'CEVENNES PUBLICITE'
 'SOC EMERAUDE DIFFUSION'
 'SOC EMERAUDE DIFFUSION'
 'MONSIEUR ROGER GARONNE'
 'MONSIEUR ROGER GARONNE'
 'AGENCE MARTINGALE'
 'MTA'
 'MONSIEUR MARCEL SOULAY'
 'EUROPROGRES'
 'CAROPHI'
 'GROUP COMMERCANTS CTRE COMMERC ST AND'
 'MONSIEUR PASCAL HOUBERT'
 'PUBLICIS CACHEMIRE'
 'PUBLICIS CACHEMIRE'
 'PUBLICIS CACHEMIRE'
 'MONSIEUR THIERRY TEYSSOU'
 'MONSIEUR GERARD LEMONNIER'
 'MONSIEUR DANIEL SEBBAN'
 'EPSILON'
 'GIE COMMERC CC BOURSE A MARSEILLE'
 'MONSIEUR ALAIN CHAMPALAUNE'
 'SOCIETE ALPHA CONTACT'
 'MADAME JACQUELINE SIMON'
 'MADAME MICHELE MOREAU'
 'UNITED AVIATION SERVICES'
 'MONSIEUR ALAIN METTOUDI'
 'MONSIEUR DOMINIQUE MANTEAU'
 'FASTE COMMUNICATION'
 'MONSIEUR PATRICE VILLAIN'
 'MONSIEUR PATRICK PATRICK'
 'CODAT'
 'CODAT'
 'SABLES'
 'MONSIEUR GERARD SAADA'
 'MONSIEUR JOSE LEROUX'
 'SYNTHESE ECA'
 'NOISY LE GRAND AUJOURD HUI DEMAIN'
 'MONSIEUR MICHEL GUILLAUME'
 'MONSIEUR BERNARD BERREBI'
 'SOCIETE D INFORMATIQUE ET DE SERVICES'
 'AUTOMEDON'
 'GUEPARD'
 'MONSIEUR ALAIN AVISSE'
 'THE NIPPON CREDIT BANK LTD'
 'MONSIEUR MICHEL FOUSSAC'
 'OFFICE DOCUMENT INFORMAT ENSEIGNEM PRI'
 'SUDHEMIS SA'
 'CIB INFORMATIQUE'
 'CIBLE PUBLICITE'
 'SERVICE 800 SALES SA'
 'SERVICE 800 SALES SA'
 'RENCONTRES ET INFORMATIONS ANCENIENNES'
 'S AND S ADVERTISING AGENCY'
 'SOC METROPOLITAINE PUBLICITE AFFICHAGE'
 'SOC METROPOLITAINE PUBLICITE AFFICHAGE'
 'JD EDITIONS'
 'JD EDITIONS'
 'JD EDITIONS'
 'JD EDITIONS'
 'THE SCIENCES INCORPORATED'
 'ASSO SAUV MONTMORENCY & SES AB'
 'MONSIEUR ALAIN LE TIEC'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'EURO INFORMATION EUR TRAITEMENT INF'
 'MERMON'
 'BORDEAUX SAISIE'
 'MEDIAS PUBLICITE'
 'ASSOCIATION POUR LE PAYS D OC'
 'AGRI RHONE ALPES BOURGOGNE'
 'MONSIEUR ROLAND LAOUCHEZ'
 'ORGANISATION GESTION INFORMATIQUE'
 'TAPES RECORDS'
 'TAPES RECORDS'
 'LITTLE BIG AGENCY'
 'LITTLE BIG AGENCY'
 'MADAME REGINE GUERIN'
 'MADAME REGINE GUERIN'
 'MONSIEUR JEAN MOTHES MASSE'
 'MONSIEUR ROBERT MASSINOT'
 'MMI MIDI MINI INFORMATIQUE'
 'MONSIEUR DANIEL COUTHURES'
 'SERVICES ET MAINTENANCE INFORMATIQUE'
 'UNION CENTRE COMMERCIAL CHAUSSEE'
 'MONSIEUR GILBERT GUETTA'
 'BUSINESS SA'
 'MONSIEUR CLAUDE HATEM'
 'MONSIEUR FRANCOIS PRIETO'
 'PUBLIPRINT'
 'MADAME LUCETTE BERGER'
 'MONSIEUR RAYMOND GIRARD'
 'MONSIEUR MICHEL FIEVEZ'
 'H A CONSEIL'
 'MEPAL INTERNATIONAL'
 'MONSIEUR CHARLES DOSSMANN'
 'MADAME DE DE BEVY'
 'LOGIMOT'
 'MONSIEUR MICHEL ASSUIED'
 'MONSIEUR JOEL BRECHET'
 'SOCIETE EDERY'
 'C I CONSEIL'
 'MONSIEUR JEAN BERTRAND'
 'STEF INFORMATION ET TECHNOLOGIES'
 'STEF INFORMATION ET TECHNOLOGIES'
 'STEF INFORMATION ET TECHNOLOGIES'
 'MADAME CHRISTINE CHRETIEN'
 'MONSIEUR PHILIPPE DUPONT'
 'ASS INGENIEURS IFC ESICA'
 'MEDIA INFORMATION'
 'PASCO'
 'SOCPREST'
 'SOCPREST'
 'SOCPREST'
 'SOCPREST'
 'NOVA STUDIO EQUIPEMENT'
 'LE CHEVALLIER & ASSOCIES'
 'POINT SOFT'
 'MAJUSCULE SARL'
 'MONSIEUR CLAUDE BURLOT'
 'ASS COMMERCANTS CC PARLY 2'
 'MONSIEUR HERVE PECH'
 'SOC ETUDE REALISA INFORMAT APPLIQUEE'
 'CREATION PRESSE AFFICHAGE'
 'ENCOD'
 'MONSIEUR VINICIO MAGNINI'
 'SAGE'
 'SAGE'
 'SAGE'
 'SAGE'
 'SAGE'
 'SAGE'
 'SAGE'
 'SAGE'
 'SAGE'
 'ASS ARTISANS D ART PAYS FOUGER'
 'ASS ARTISANS D ART PAYS FOUGER'
 'SOC IMPRESSION ORGANISATION BUDGET'
 'SOC IMPRESSION ORGANISATION BUDGET'
 'OFFICE MUNICIPAL D INFORMATION'
 'PUBLIMAR ENSEIGNES'
 'VT SCAN'
 'UNION COOP AGR CENTRE POUR INFORM GEST'
 'MONSIEUR JEAN FRANCIS DESMAISON'
